Product title,Product description,Product final pricing,Product rating,Product seller name,Product image URL
"ASUS ROG STRIX Z790-H Gaming (WiFi 6E) LGA 1700(Intel12th&13th Gen) ATX gaming motherboard(DDR5 up to 7800 MT/s, PCIe 5.0 x16 SafeSlot with Q-Release, 4xPCIe 4.0 M.2 slots,USB 3.2 Gen 2x2 Type-C,front-panel connector, AI Motherboard)","Intel LGA 1700 socket: Ready for 13th Gen Intel Core, and 12th Gen Intel Core, Pentium Gold, and Celeron® processors.
Robust Power Solution: 16 + 1 power stages rated for 80A, dual ProCool II power connectors, high-quality alloy chokes, and durable capacitors are all leveraged to support the latest multi-core processors.
Optimized VRM Thermals: Massive heatsinks connected by an L-shaped heatpipe, bridged to the VRM with high-conductivity thermal pads, and with an integrated I/O cover.
Ample M.2 Support: Four PCIe 4.0 M.2 slots all with heatsinks, and the topmost one also sports a Combo-sink extension and backplate for additional cooling.
Abundant Connectivity: USB 3.2 Gen 2x2 Type-C® rear I/O port and additional front-panel connector, seven USB 3.2 Gen 2 and Gen 1 ports, PCIe 5.0 x16 SafeSlot, HDMI 2.1, and DisplayPort 1.4.
High-Performance Networking: On-board WiFi 6E (802.11ax) and Intel 2.5Gb Ethernet with ASUS LANGuard.
Intelligent Control: ASUS-exclusive AI Overclocking.",$279.99,4.7 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/13-119-635-02.png
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6400 Desktop Memory Model F5-6400J3239G16GX2-TZ5RK,"DDR5 6400
Timing 32-39-39-102
CAS Latency 32
Voltage 1.40V",$119.99,4.4 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-374-358-10.png
MSI MAG X670E TOMAHAWK WIFI AM5 AMD X670E SATA 6Gb/s ATX Motherboard,"AMD X670
Ryzen 7000 Series
Memory Support DDR5 6600+(OC)/ 6400(OC)/ 6200(OC)/ 6000(OC)/ 5800(OC)/ 5600(OC)/ 5400(OC)/ 5200(OC)/ 5000(OC)/ 4800(JEDEC) MHz
Extended Heatsink enlarges the surface of heat dissipation, ensuring even high- end processors to run in full speed.
The VRM heatsink covers the upper MOS and helps dissipate the heat.
High quality 7W/mK MOSFET thermal pads and extra choke thermal pads ensure all cores running in high performcance.
The advanced SMT(Surface Mount Technology) PCIE slot diminish interference and electrical noise, fully support the PCI-E 5.0 signal.",$309.99,4.6 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/13-144-595-06.png
"GIGABYTE GeForce RTX 4070 Ti GAMING OC 12G Graphics Card, 3x WINDFORCE Fans, 12GB 192-bit GDDR6X, GV-N407TGAMING OC-12GD Video Card","""Powered by NVIDIA DLSS 3
NVIDIA Ada Lovelace Streaming Multiprocessors: Up to 2x performance and power efficiency
4th Generation Tensor Cores: Up to 2x AI performance
3rd Generation RT Cores: Up to 2x ray tracing performance
Powered by GeForce RTX 4070 Ti 12GB
Integrated with 12GB GDDR6X 192-bit memory interface
WINDFORCE Cooling System, RGB Fusion, Dual BIOS, Protection metal back plate, Anti-Sag Bracket""",$859.99,4.9 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-580-15.jpg
"GIGABYTE B760M AORUS ELITE AX LGA 1700 Intel B760 M-ATX Motherboard with DDR5, Dual M.2, PCIe 4.0, USB 3.2 Gen2X2 Type-C, Intel Wi-Fi 6E, 2.5GbE LAN, Q-Flash Plus, PCIe EZ-Latch","Intel LGA 1700 Socket: Supports 13th and 12th Gen Intel Core Series Processors
DDR5 Compatible: Dual Channel DDR5, 4 DIMMs
Commanding Power Design: 12+1+1 Twin Hybrid Phases Digital Power Design with 60A DrMOS
Cutting-Edge Thermal Design: Fully Covered MOSFET Heatsinks, Ultra Durable PCIe Armor, Aluminum I/O Cover, M.2 Thermal Guard, 6-Layer & 2X Copper PCB
Next Gen Connectivity: PCIe 4.0, NVMe PCIe 4.0 M.2, USB 3.2 Gen 2 Type-C, PCIe EZ-Latch
Fast Networking: 2.5GbE LAN, Intel WiFi 6E
Fine Tuning Features: RGB FUSION 2.0, Supports Addressable LED & RGB LED Strips, Smart Fan 6, Q-Flash Plus Update BIOS without installing CPU, Memory, and GPU""",$119.99,3.2 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/13-145-422-01.jpg
G.SKILL Trident Z5 Neo RGB Series AMD EXPO 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3038F16GX2-TZ5NR,"DDR5 6000 (PC5 48000)
Timing 30-38-38-96
CAS Latency 30
Voltage 1.35V",$114.99,4.6 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-374-427-10.png
GIGABYTE Gaming GeForce RTX 4080 16GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N4080GAMING OC-16GD,"16GB 256-Bit GDDR6X
1 x HDMI 2.1 3 x DisplayPort 1.4a
9728 CUDA Cores
PCI Express 4.0 x16","$1,182.59",4.3 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-561-23.jpg
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2D6000C36,"DDR5 6000 (PC5 48000)
Timing 36-36-36-76
CAS Latency 36
Voltage 1.35V",$109.99,4.7 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-879-03.jpg
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2C3200C16,"Dynamic Multi-Zone RGB Lighting: 10 Ultra-bright RGB LEDs per module.
Next Generation Software: Take control in CORSAIR iCUE software and synchronize lighting with other CORSAIR RGB products, including CPU coolers, keyboards and fans.
Custom Performance PCB: Provides the highest signal quality for the greatest level of performance and stability.
Tightly Screened Memory: Carefully screened ICs for extended overclocking potential.
Maximum Bandwidth and Tight Response Times: Optimized for peak performance on the latest Intel and AMD DDR4 motherboards.
No Wires Required: Requires no extra wires or cables for a clean and seamless install.
Maximum bandwidth and tight response time: Optimized on the latest AMD and Intel DDR4 motherboards.
Supports XMP 2.0: A single BIOS setting is all that's required to set your memory to its ideal performance settings, for for optimum performance.",$59.99,4.6 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-417-02.jpg
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7200 (PC5 57600) Desktop Memory Model F5-7200J3445G16GX2-TZ5RK,"DDR5 7200 (PC5 57600)
Timing 34-45-45-115
CAS Latency 34
Voltage 1.40V",$165.99,4.4 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-374-436-07.png
Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD432G3200HC16FDC01,"DDR4 3200 (PC4 25600)
Timing 16-20-20-40
CAS Latency 16
Voltage 1.35V",$54.99,4.6 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-331-618-02.jpg
Team T-FORCE VULCAN Z 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model TLZGD416G3200HC16CDC01,"DDR4 3200 (PC4 25600)
Timing 16-18-18-38
CAS Latency 16
Voltage 1.35V",$33.99,4.6 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-331-354-V08.jpg
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW32GX4M2E3200C16,"Dynamic Multi-Zone RGB Lighting: 10 Ultra-bright RGB LEDs per module.
Next Generation Software: Take control in CORSAIR iCUE software and synchronize lighting with other CORSAIR RGB products, including CPU coolers, keyboards and fans.
Custom Performance PCB: Provides the highest signal quality for the greatest level of performance and stability.
Tightly Screened Memory: Carefully screened ICs for extended overclocking potential.
Maximum Bandwidth and Tight Response Times: Optimized for peak performance on the latest Intel and AMD DDR4 motherboards.
No Wires Required: Requires no extra wires or cables for a clean and seamless install.
Maximum bandwidth and tight response time: Optimized on the latest AMD and Intel DDR4 motherboards.
Supports XMP 2.0: A single BIOS setting is all that's required to set your memory to its ideal performance settings, for for optimum performance.",$79.99,4.8 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-570-02.jpg
G.SKILL Ripjaws Series 32GB (2 x 16GB) 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model F4-3200C22D-32GRS,"DDR4 3200 (PC4 25600)
CAS Latency 22
1.20V
Dual Channel Kit",$57.99,4.8 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-374-024-S01.jpg
G.SKILL Ripjaws Series 64GB (2 x 32GB) 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model F4-3200C22D-64GRS,"DDR4 3200 (PC4 25600)
CAS Latency 22
1.20V
Dual Channel Kit",$103.99,4.8 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-374-025-S01.jpg
Team T-Force Vulcan 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model FLBD532G6000HC38ADC01,"DDR5 6000 (PC5 48000)
Timing 38-38-38-78
CAS Latency 38
Voltage 1.25V",$79.99,5 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-331-839-V01.jpg
"EVGA Z790 CLASSIFIED, 121-RL-E798-KR, LGA 1700, Intel Z790, PCIe Gen5, SATA 6Gb/s, 10Gb/s LAN, WiFi6E/BT5.2, USB4, M.2, EATX, Intel Motherboard","Intel® Z790 Chipset, Supports 13th and 12th Gen Intel® Core™ processors for LGA1700 socket
PCIe Gen5, M.2 Gen4, EATX Form Factor, 12 Layer PCB, 19 Phase PWM, Metal Reinforced PCIe Slots, Preinstalled rear I/O cover
4 DIMM Dual-Channel supports up to 128GB 7800MHz+(OC), 2 USB4 (Type-C) Ports, 7 USB 3.2 Gen2 Ports (6x Type A, 1x Type-C Header)
8 SATA 6Gb/s, 3x M.2 Key-M 80mm, 1x M.2 Key-E 32mm with installed WiFi 6E/BT 5.2, 2x DP 1.4 + HDR outputs (via USB4 Type-C), Marvel 10 Gb/s + Intel® 2.5 Gb/s NICs
Onboard ARGB lighting + 4x ARGB Headers fully customizable through EVGA ELEET X1™",$489.99,3 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/13-188-206-01.jpg
Crucial 32GB (2 x 16GB) 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model CT2K16G4SFRA32A,"3200MT/s RAM can downclock to 2933MT/s or 2666MT/s if system specification only supports 2933MT/s or 2666MT/s
Improve your system's responsiveness, run apps faster and multitask with ease
Compatibility assurance when using the Crucial System Scanner or Crucial Advisor Tool
Micron quality and reliability is backed by superior component and module level testing and 42 years of memory expertise
ECC Type = Non-ECC, Form Factor = SODIMM, Pin Count = 260-pin, PC Speed = PC4-25600, Voltage = 1.2V",$56.99,4.8 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-156-263-V01.jpg
G.SKILL Ripjaws V Series 16GB 288-Pin PC RAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16S-16GVK,"DDR4 3200 (PC4 25600)
Timing 16-18-18-38
CAS Latency 16
Voltage 1.35V",$34.99,4.5 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-232-090-04.jpg
Crucial 16GB 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model CT16G4SFRA32A,"3200MT/s RAM can downclock to 2933MT/s or 2666MT/s if system specification only supports 2933MT/s or 2666MT/s
Improve your system's responsiveness, run apps faster and multitask with ease
Compatibility assurance when using the Crucial System Scanner or Crucial Advisor Tool
Micron quality and reliability is backed by superior component and module level testing and 42 years of memory expertise
ECC Type = Non-ECC, Form Factor = SODIMM, Pin Count = 260-pin, PC Speed = PC4-25600, Voltage = 1.2V
1Rx8",$28.99,4.8 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-156-262-V01.jpg
Crucial 64GB Kit (32GBx2) DDR4 3200 MT/s CL22 SODIMM 260-Pin Memory - CT2K32G4SFD832A,"3200MT/s RAM can downclock to 2933MT/s or 2666MT/s if system specification only supports 2933MT/s or 2666MT/s
Improve your system's responsiveness, run apps faster and multitask with ease
Compatibility assurance when using the Crucial System Scanner or Crucial Advisor Tool
Micron quality and reliability is backed by superior component and module level testing and 42 years of memory expertise
ECC Type = Non-ECC, Form Factor = SODIMM, Pin Count = 260-pin, PC Speed = PC4-25600, Voltage = 1.2V",$108.99,4.3 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-156-242-01.jpg
OLOy WarHawk RGB (Intel/AMD Ready) 288-Pin PC RAM DDR4 3600 (PC4 28800) 16GB (2 x 8GB) Desktop Memory Model MD4U083618BEDA,"DDR4 3600 (PC4 28800)
CAS Latency 18
Voltage 1.35V
AMD's 3rd Gen Ryzen Compatible",$47.99,4.2 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-821-167-Z05.jpg
CORSAIR Vengeance 64GB (2 x 32GB) 262-Pin DDR5 SO-DIMM DDR5 4800 (PC4 38400) Laptop Memory Model CMSX64GX5M2A4800C40,"Upgrade Your DDR5 Gaming or Performance Laptop: DDR5 SODIMM memory modules deliver faster frequencies, greater capacities, lower power consumption, and high performance to tackle the most demanding tasks, games, and workloads.
Compatible with Nearly Any Intel and AMD System: Industry-standard SODIMM form-factor is compatible with a wide range of popular Intel and AMD gaming and performance laptops, small-form-factor PCs, and Intel NUC kits.
Easy Installation: Simple installation process - just a screwdriver is required for most laptops.
Maximum Speed Boost: VENGEANCE SODIMM automatically sets to maximum speed on compatible systems for faster load times, multitasking, and more - no need to set in BIOS.
Rigorously Tested Reliability: Thoroughly screened and tested to ensure superior performance and reliability.
XMP 3.0 Compatibility: Compatible with Intel XMP 3.0 for higher frequencies and exceptional performance. [high-frequency SKUs only]",$147.99,4.7 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-852-V01.jpg
CORSAIR Vengeance 64GB (2 x 32GB) 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model CMSX64GX4M2A3200C22,"64GB (2x32GB) DDR4 SODIMM kit for AMD Ryzen 4000 Seires notebooks
3200MHz
22-22-22-53 latency
1.2V
Auto-overclocking with compatible notebooks (no BIOS configuration required)",$119.99,3.8 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-807-07.png
CORSAIR Vengeance 32GB (2 x 16GB) 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model CMSX32GX4M2A3200C22,"32GB (2x16GB) DDR4 SODIMM kit for 8th Generation or newer Intel Core i7, and AMD Ryzen 4000 Seires notebooks
3200MHz
22-22-22-53 latency
1.2V
Auto-overclocking with compatible notebooks (no BIOS configuration required)",$65.99,4.4 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-681-03.png
Mushkin Enhanced Redline 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory,"DDR5 6000 (PC5 48000)
Timing 36-36-36-76
CAS Latency 36
Voltage 1.35V",$92.99,4.7 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-992-003-01.jpg
OLOy Blade RGB (OLOY) 64GB (2 x 32GB) DDR5 6400 (PC5 51200) Desktop Memory Model ND5U3264320IRKDE,"DDR5 6400 (PC5 51200)
Timing 32-38-38-76
CAS Latency 32
Voltage 1.35V",$224.99,4.4 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-821-556-04.jpg
CORSAIR Vengeance 64GB (2 x 32GB) 260-Pin DDR4 SO-DIMM DDR4 2666 (PC4 21300) Laptop Memory Model CMSX64GX4M2A2666C18,"64GB (2x32GB) DDR4 SODIMM kit for 9th and 10th Generation Intel Core i5 and i7 notebooks and NUCs
2666MHz
18-18-18-43 latency
1.2V
Auto-overclocking with compatible notebooks (no BIOS configuration required)",$134.99,4.8 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-589-04.png
Mushkin Enhanced Essentials 64GB (2 x 32GB) 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model MES4S320NF32GX2,"DDR4 3200 (PC4 25600)
CAS Latency 22
1.20V
Dual Channel Kit",$99.99,4.6 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-226-928-02.jpg
CORSAIR Vengeance 16GB 262-Pin DDR5 SO-DIMM DDR5 4800 (PC4 38400) Laptop Memory Model CMSX16GX5M1A4800C40,"Upgrade Your DDR5 Gaming or Performance Laptop: DDR5 SODIMM memory modules deliver faster frequencies, greater capacities, lower power consumption, and high performance to tackle the most demanding tasks, games, and workloads.
Compatible with Nearly Any Intel and AMD System: Industry-standard SODIMM form-factor is compatible with a wide range of popular Intel and AMD gaming and performance laptops, small-form-factor PCs, and Intel NUC kits.
Easy Installation: Simple installation process - just a screwdriver is required for most laptops.
Maximum Speed Boost: VENGEANCE SODIMM automatically sets to maximum speed on compatible systems for faster load times, multitasking, and more - no need to set in BIOS.
Rigorously Tested Reliability: Thoroughly screened and tested to ensure superior performance and reliability.
XMP 3.0 Compatibility: Compatible with Intel XMP 3.0 for higher frequencies and exceptional performance. [high-frequency SKUs only]",$39.99,N/A,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-856-V01.jpg
CORSAIR Vengeance 32GB 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model CMSX32GX4M1A3200C22,"32GB (1x32GB) DDR4 SODIMM kit for 11th Generation Intel Core Processors
3200MHz
22-22-22-53 latency
1.2V",$59.99,5 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-851-05.png
CORSAIR Vengeance 32GB (2 x 16GB) 262-Pin DDR5 SO-DIMM DDR5 4800 (PC4 38400) Laptop Memory Model CMSX32GX5M2A4800C40,"Upgrade Your DDR5 Gaming or Performance Laptop: DDR5 SODIMM memory modules deliver faster frequencies, greater capacities, lower power consumption, and high performance to tackle the most demanding tasks, games, and workloads.
Compatible with Nearly Any Intel and AMD System: Industry-standard SODIMM form-factor is compatible with a wide range of popular Intel and AMD gaming and performance laptops, small-form-factor PCs, and Intel NUC kits.
Easy Installation: Simple installation process - just a screwdriver is required for most laptops.
Maximum Speed Boost: VENGEANCE SODIMM automatically sets to maximum speed on compatible systems for faster load times, multitasking, and more - no need to set in BIOS.
Rigorously Tested Reliability: Thoroughly screened and tested to ensure superior performance and reliability.
XMP 3.0 Compatibility: Compatible with Intel XMP 3.0 for higher frequencies and exceptional performance. [high-frequency SKUs only]",$96.99,4.4 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-853-V01.jpg
G.SKILL Ripjaws Series 16GB 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model F4-3200C22S-16GRS,"DDR4 3200 (PC4 25600)
CAS Latency 22
1.20V",$30.99,4.7 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-374-027-S01.jpg
CORSAIR Vengeance 32GB 262-Pin DDR5 SO-DIMM DDR5 4800 (PC4 38400) Laptop Memory Model CMSX32GX5M1A4800C40,"Upgrade Your DDR5 Gaming or Performance Laptop: DDR5 SODIMM memory modules deliver faster frequencies, greater capacities, lower power consumption, and high performance to tackle the most demanding tasks, games, and workloads.
Compatible with Nearly Any Intel and AMD System: Industry-standard SODIMM form-factor is compatible with a wide range of popular Intel and AMD gaming and performance laptops, small-form-factor PCs, and Intel NUC kits.
Easy Installation: Simple installation process - just a screwdriver is required for most laptops.
Maximum Speed Boost: VENGEANCE SODIMM automatically sets to maximum speed on compatible systems for faster load times, multitasking, and more - no need to set in BIOS.
Rigorously Tested Reliability: Thoroughly screened and tested to ensure superior performance and reliability.
XMP 3.0 Compatibility: Compatible with Intel XMP 3.0 for higher frequencies and exceptional performance. [high-frequency SKUs only]",$79.99,4.6 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-236-855-V01.jpg
GeIL ORION RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model GVSG532GB6000C38ADC,"DDR5 6000 (PC5 48000)
Timing 38-40-40-82
CAS Latency 38
Voltage 1.25V",$92.99,N/A,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-991-031-01.png
OLOy Blade (OLOY) 32GB (2 x 16GB) DDR5 6400 (PC5 51200) Desktop Memory Model ND5U1664320IRLDE,"DDR5 6400 (PC5 51200)
Timing 32-38-38-76
CAS Latency 32
Voltage 1.35V",$114.99,4.4 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-821-557-04.jpg
G.SKILL Ripjaws Series 8GB 260-Pin DDR4 SO-DIMM DDR4 3200 (PC4 25600) Laptop Memory Model F4-3200C22S-8GRS,"DDR4 3200 (PC4 25600)
CAS Latency 22
1.20V",$19.99,4.8 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-374-026-S01.jpg
CORSAIR Vengeance 16GB (2 x 8GB) 260-Pin DDR4 SO-DIMM DDR4 2400 (PC4 19200) Notebook Memory Model CMSX16GX4M2A2400C16,"DDR4 2400 (PC4 19200)
CAS Latency 16
1.20V",$44.99,4.7 out of 5,Sold & Shipped by Newegg,https://c1.neweggimages.com/ProductImageCompressAll300/20-233-961-06.png
